지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
245,정읍,2015-12-29,.1,-5.2,722,5.8,1522,,,,,,,5.4,110,1958,2.8,360,1416,1.1,973,110,-4.8,41,1523,72,4.3,1027.7,1035.3,753,1031.9,1514,1033.4,9.8,3.2,,,,,,,,,,,1.3,-9.8,,,,,,,,,,,,,,
245,정읍,2015-12-30,3.1,-3.5,448,8.4,1450,,,,,,4,5.7,250,1514,3.1,250,1521,1,896,110,-1.6,43,1151,75.3,5.6,1023.8,1032.6,1,1027.3,1937,1029.4,9.8,1.5,,,,,,,,,,,2.2,-8.3,,,,,,,,,,,,,,
245,정읍,2015-12-31,3,-.4,2354,6.8,1447,,,,,,1,7,20,1138,3.2,360,1231,1.3,1081,110,.7,56,1535,86.9,6.5,1025.8,1034.4,2240,1027.4,156,1031.4,9.8,1.8,,,,,,,,,,,4.1,-3.9,,,,,,,,,,,,,,
247,남원,2015-12-27,-.6,-5.3,2333,4.1,1357,,,,,,,6.3,270,1515,3.9,270,1542,1.6,1351,270,-9,17,1324,57,3.3,1012.5,1032.7,2355,1024,1,1028.8,9.8,9,,,,,,,,,,,.5,-8.9,,,,,,,,,,,,,,
247,남원,2015-12-28,-2.6,-7.1,400,1.6,1150,,,,,,,7,320,1314,3.9,340,1333,1.3,1157,20,-9.2,46,1508,61.3,3.1,1016.3,1033.9,2320,1031.5,1500,1032.7,9.8,4.4,,,,,,,,,,,-1.4,-10.7,,,,,,,,,,,,,,
247,남원,2015-12-29,-1.8,-7.1,723,5.2,1411,,,,,,,8.2,20,1337,4.4,360,1400,1.7,1494,50,-9.3,28,1229,59.9,3,1016.4,1035.1,759,1030.9,1439,1032.7,9.8,8.9,,,,,,,,,,,-1.4,-10.2,,,,,,,,,,,,,,
247,남원,2015-12-30,-.5,-7.1,753,6.9,1557,,,,,,0,3.8,230,1144,2.6,250,1345,1.2,1032,50,-6.5,35,1515,65.8,3.8,1013.2,1032.4,4,1027.1,1507,1029.4,9.8,6.4,,,,,,,,,,,-.5,-10.1,,,,,,,,,,,,,,
247,남원,2015-12-31,1,-3,2400,5.3,1430,,,,,,.5,7.6,320,1345,3.6,290,1335,1.5,1254,50,-2.9,47,1540,77,5,1014.5,1034,2320,1027.2,123,1030.7,9.8,5.2,,,,,,,,,,,1.9,-5.5,,,,,,,,,,,,,,
248,장수,2015-12-27,-2.1,-7.6,2359,2.6,1340,,,,,,,6.8,360,1401,4.4,360,1333,2.2,1911,360,-9.8,20,1233,60.3,3.1,977.9,1033.4,2340,1024.2,1,1029,9.8,8.3,,,,,,,,,,,.7,-13.8,,,,,,,,,,,,,,
248,장수,2015-12-28,-4.4,-9,249,.2,1503,,,,,,,9,360,1318,5.4,340,1520,2.1,1852,360,-9.8,47,1508,66.6,2.9,981.6,1034.2,950,1031.4,1423,1033.3,9.8,3.7,,,,,,,,,,,-1.5,-14.8,,,,,,,,,,,,,,
248,장수,2015-12-29,-4.5,-9.7,740,2.6,1524,,,,,,,6.8,360,1242,4.5,340,1226,1.3,1090,360,-9.6,36,1345,70.5,3,982.3,1036.7,745,1031.2,1454,1034,9.8,8.3,,,,,,,,,,,-1.6,-15.1,,,,,,,,,,,,,,
248,장수,2015-12-30,-1.8,-9.6,721,7.2,1330,,,,,,2,6.4,250,1500,4.6,250,1508,1,828,70,-6.6,33,1312,72.1,3.8,979.2,1034.4,1,1026.7,1331,1030.2,9.8,6.6,,,,,,,,,,,-.5,-14.6,,,,,,,,,,,,,,
248,장수,2015-12-31,-1.3,-6.3,2348,3.2,1337,,,,,,2.5,7.6,320,1341,4,320,1441,1.2,1014,320,-3.8,57,1529,83.4,4.6,980.5,1035.7,2321,1027.8,110,1031.5,9.8,5.7,,,,,,,,,,,1.4,-11.6,,,,,,,,,,,,,,
251,고창군,2015-12-27,-.2,-2.6,2341,4.2,1,,,,,,,7.7,340,1356,4.2,340,1356,2.4,2084,340,-6.5,46,1309,62.5,3.8,1022.9,1033,2343,1024.4,1,1029.8,9.8,7.3,1200,2.03,10.52,,,,,,,,2.1,-2.6,4.4,5.1,5.9,6.5,,,,,,,,,,
251,고창군,2015-12-28,-.7,-2.9,30,1.7,1514,,,,,,,7.7,360,1540,4.4,320,1419,1.9,1602,340,-6.3,55,301,65.8,3.9,1026,1034,2335,1031.8,527,1032.9,9.8,5,1200,1.76,9.64,,,,,,,,2.6,-2.6,3.6,4.2,5.1,5.8,,,,,,,,,,
251,고창군,2015-12-29,-.1,-4.2,814,6.1,1531,,,,,,,6.4,360,1105,3.8,360,1108,1,884,20,-4.8,46,1534,71.9,4.3,1025.9,1034.6,1015,1031.3,1518,1032.8,9.8,8.1,1200,1.91,11.45,,,,,,,,2,-3.7,3.6,3.2,4.9,5.7,,,,,,,,,,
251,고창군,2015-12-30,2.9,-4.1,318,9.5,1307,,,,,,1,5.2,320,2121,3.2,290,2126,1,850,160,-2.1,39,1308,72.6,5.3,1022.1,1032.2,1,1026.7,2004,1028.9,9.8,3.9,1200,1.81,7.98,,,,,,,,2.8,-3.7,3.8,2,4.6,5.6,,,,,,,,,,
251,고창군,2015-12-31,3.2,-1,2228,6.6,1357,,,,,,2,8,340,1317,4,340,1321,1.5,1285,340,.5,56,1320,83.1,6.4,1024,1033.8,2319,1027,222,1030.8,9.8,4.4,1200,1.72,8.17,,,,,,,,4.6,-1.6,5.5,3.1,5.4,6.2,,,,,,,,,,
252,영광군,2015-12-27,-.2,-2.9,2344,4.2,6,,,,,,,10.8,340,1526,6.5,320,1436,3.5,3039,320,-6.4,50,1321,63,3.8,1025.4,1033.3,2345,1025,1,1030.1,9.8,8.5,1200,2.08,11.28,,,,,,,,.6,-3.2,3.2,3.9,4.2,5.8,,,,,,,,,,
252,영광군,2015-12-28,-1.2,-3.6,115,2.3,1304,,,,,,,7.9,340,1409,4.9,320,1339,1.7,1475,50,-6.8,57,1057,65.6,3.7,1028.6,1034.6,2337,1032.2,554,1033.4,9.8,4.9,1100,1.65,7.55,,,,,,,,.8,-3.7,2.3,2.9,3.1,5,,,,,,,,,,
252,영광군,2015-12-29,-.2,-4.3,406,5.8,1424,,,,,,,6.2,340,1446,3.9,320,1453,1.3,1146,340,-4.9,43,1428,72,4.2,1028.5,1034.9,717,1031.6,1437,1033.2,9.8,6,1200,1.97,10.17,,,,,,,,.6,-6.2,2.7,3.1,3.2,4.8,,,,,,,,,,
252,영광군,2015-12-30,2.1,-5.4,712,7.4,1439,,,,,,.5,17,270,2227,7.7,270,2229,1.7,1435,70,-2.6,42,1251,73.6,5.1,1024.7,1032.6,1,1027.5,2015,1029.4,9.8,5.4,1200,1.92,8.81,,,,,,,,1.7,-7.5,2.5,2.8,2.9,4.6,,,,,,,,,,
252,영광군,2015-12-31,3.3,.7,2233,6.1,1350,,,,,,2.5,9.2,320,1410,5.8,320,1324,2,1697,320,.3,60,1414,81.8,6.3,1026.6,1034.2,2236,1027.5,39,1031.3,9.8,5.6,1200,1.65,7.89,,,,,,,,3.6,-1,4.5,4.4,4.2,5.2,,,,,,,,,,
253,김해시,2015-12-27,4.6,.8,2353,9.1,1416,,,,,,,7,320,2335,4.7,290,1440,2.5,2156,320,-11.3,14,1714,34.6,2.9,1019.7,1030.6,2329,1023.3,1,1027.1,9.8,8,1200,.73,3.99,,,,,,,,5.4,-1.6,5.9,5.6,7.1,7.6,,,,,,,,,,
253,김해시,2015-12-28,.9,-2.6,659,5.4,1625,,,,,,,11.1,340,1024,6.2,320,1307,3.8,3246,320,-16.2,20,1627,27,1.8,1023.5,1033.1,2121,1029.4,1432,1031.1,9.8,9,1100,.79,4.53,,,,,,,,3,-3.3,4.1,4,5.9,6.5,,,,,,,,,,
253,김해시,2015-12-29,2,-1.9,737,7.8,1508,,,,,,,8.7,320,19,5.6,290,1216,3,2591,320,-14.8,13,1432,29.4,1.9,1024.8,1034.1,749,1030.7,1542,1032.3,9.8,9,1200,.77,4.52,,,,,,,,3.2,-3.6,3.6,3.4,5.1,5.8,,,,,,,,,,
253,김해시,2015-12-30,3.1,-1.9,714,9.5,1354,,,,,,,5.4,290,1124,3.6,320,1132,1.4,1252,320,-10.5,18,1352,37.8,2.8,1022.3,1032.4,749,1027.9,1455,1029.8,9.8,8.7,1200,1.54,8.54,,,,,,,,4.2,-3.6,4,3.6,5,5.6,,,,,,,,,,
253,김해시,2015-12-31,4.6,1,1,9.8,1455,,,,,,,9.5,340,1149,5.8,320,1230,2.1,1837,320,-6.9,25,1537,44.1,3.7,1022.5,1033.6,2305,1026.9,417,1029.9,9.8,8,1200,1.37,7.6,,,,,,,,5.1,-2,4.7,4.2,5.5,5.9,,,,,,,,,,
254,순창군,2015-12-27,-1.4,-5.8,2350,3.6,4,,,,,,,8.3,340,1636,5.3,270,1303,2.1,1824,290,-9.4,24,1341,57.4,3.1,1013.8,1033.8,2349,1024.6,3,1030,9.8,8.2,1200,2.2,13.25,,,,,,,,.2,-6.4,1.2,2.1,2.1,4.4,,,,,,,,,,
254,순창군,2015-12-28,-3,-6.9,219,1.7,1355,,,,,,,7.4,20,1308,4.4,270,1501,1.4,1184,270,-8.2,52,1430,68,3.3,1017.3,1034.9,2352,1032.6,1452,1033.7,9.8,5.9,1100,1.74,9.54,,,,,,,,-1,-7.2,-.1,.8,1.1,3.6,,,,,,,,,,
254,순창군,2015-12-29,-2.5,-8.2,742,4.8,1519,,,,,,,9.9,340,1223,6.5,340,1423,1.3,1126,270,-7.1,31,1222,75.4,3.6,1017.4,1036.1,744,1031.7,1454,1033.7,9.8,8.3,1100,2.23,13.82,,,,,,,,-1.2,-9.2,-.3,.5,.8,3.1,,,,,,,,,,
254,순창군,2015-12-30,-1,-7.7,748,6.9,1430,,,,,,0,4.2,270,2213,2.1,270,2115,.6,561,90,-4.7,41,1431,80,4.4,1014,1033.4,1,1027.9,1546,1030.2,9.8,6.8,1100,2.07,10.91,,,,,,,,-1,-9,-.2,.5,1.3,3.1,,,,,,,,,,
254,순창군,2015-12-31,1,-3.9,2359,6,1420,,,,,,1,9.3,320,1346,6.3,320,1351,1.6,1348,270,-2.2,46,1452,82.4,5.2,1015.5,1035,2338,1028.2,248,1031.7,9.8,6.7,1100,1.92,11.49,,,,,,,,1.9,-5.8,1.8,2.1,1.9,3.2,,,,,,,,,,
255,북창원,2015-12-27,3.2,-.6,2358,8.2,1430,,,,,,,6.1,340,1244,3.6,340,1233,1.6,1367,340,-8.1,20,1538,48.1,3.7,1020.6,1030.1,2330,1022.5,1,1026.5,9.8,7.8,1200,1.93,10.63,,,,,,,,3.1,-4.9,4.4,4.7,5.4,5.8,,,,,,,,,,
255,북창원,2015-12-28,-.2,-3.2,624,4.3,1545,,,,,,,10.9,320,935,4.8,340,1230,2.8,2392,340,-13.3,30,11,36.8,2.2,1024.7,1032.5,2117,1028.9,1501,1030.7,9.8,8.1,1100,2.03,11.77,,,,,,,,1.4,-8.4,2.8,3.3,4.4,5.1,,,,,,,,,,
255,북창원,2015-12-29,.8,-3.4,625,6.2,1415,,,,,,,6.7,340,1932,3.8,20,916,1.9,1622,340,-11.5,19,1526,40.8,2.5,1025.8,1033.7,745,1030.1,1511,1031.8,9.8,8.1,1200,2.03,11.69,,,,,,,,1.3,-8.3,2.1,2.5,3.5,4.2,,,,,,,,,,
255,북창원,2015-12-30,2.1,-3,744,7.8,1453,,,,,,,4.1,360,1345,2.3,360,1331,.8,654,290,-6.6,29,1616,54.4,3.7,1023.1,1031.8,755,1027,1517,1029,9.8,8.1,1200,1.96,11.16,,,,,,,,1.6,-8.6,1.8,2.2,3.1,3.7,,,,,,,,,,
255,북창원,2015-12-31,3.6,.1,214,7.8,1309,,,,,,,9.2,340,1343,5.2,340,1346,1.8,1573,340,-4.4,41,1413,56.5,4.4,1023.4,1032.9,2243,1026.4,431,1029.3,9.8,7.9,1200,1.78,9.91,,,,,,,,2.2,-6.3,2.4,2.7,3.2,3.6,,,,,,,,,,
257,양산시,2015-12-27,3,-1.4,721,9.8,1540,,,,,,,6.7,320,1315,3.8,320,1316,1.1,961,340,-8.2,21,1834,49.6,3.5,1025.7,1031,2324,1023.9,1,1027.6,9.8,8.2,1200,1.93,10.89,,,,,,,,2.9,-7.3,4.3,4.8,5.9,6.9,,,,,,,,,,
257,양산시,2015-12-28,1.3,-1.8,239,5.5,1548,,,,,,,9,320,1342,4.7,290,2134,2.5,2189,290,-14.4,22,606,30.3,2,1029.6,1033.3,2112,1029.9,1449,1031.5,9.8,8.3,1100,2.14,12.16,,,,,,,,1,-8.2,2.6,3.3,4.7,6,,,,,,,,,,
257,양산시,2015-12-29,1.8,-2.1,603,8.2,1358,,,,,,,5.3,230,1003,3.5,250,1023,1.7,1490,160,-12.8,20,1415,34.4,2.3,1030.7,1034.4,747,1031,1419,1032.6,9.8,8.2,1200,2.1,12.05,,,,,,,,1.2,-8.3,2.4,2.8,4,5.3,,,,,,,,,,
257,양산시,2015-12-30,1.2,-4.2,733,8.9,1526,,,,,,,5.6,250,1402,3.4,200,1442,1.2,1011,90,-8.8,27,1320,48.9,3.2,1028.5,1033.1,756,1028.3,1458,1030.3,9.8,8.2,1200,1.39,7.93,,,,,,,,1.1,-10.4,2.1,2.4,3.6,4.8,,,,,,,,,,
257,양산시,2015-12-31,3.4,-1.9,48,9.4,1428,,,,,,,8.8,320,1245,5.5,320,1253,1.7,1446,320,-5.2,33,1548,54.6,4.2,1028.6,1034.1,2317,1027.5,431,1030.4,9.8,8,1200,1.22,6.99,,,,,,,,2.1,-6.9,3,3.2,4,4.8,,,,,,,,,,
258,보성군,2015-12-27,2.4,-1.1,2211,6.5,1330,,,,,,,10.9,290,1601,7.4,320,1945,4.6,3995,290,-6,28,1545,55.5,4,1028.3,1032.4,2322,1023.7,58,1028.7,9.8,8.2,1300,1.94,10.62,,,,,,,,2.8,-3.1,4.9,5.6,6.7,7.4,,,,,,,,,,
258,보성군,2015-12-28,1.1,-1.9,407,5,1408,,,,,,,15.1,320,1211,10,320,1443,4.3,3720,290,-6.9,42,1431,55.8,3.7,1032.3,1034.2,2127,1031.2,516,1032.7,9.9,8.2,1200,2.03,11.46,,,,,,,,1.2,-5.5,3.3,4,5.6,6.5,,,,,,,,,,
258,보성군,2015-12-29,1.6,-2.5,645,7.7,1514,,,,,,,9.5,320,1216,6.8,290,1216,3.3,2821,250,-6.6,29,1155,57.1,3.8,1032.5,1034.7,840,1031,1445,1032.9,9.8,8.9,1200,1.84,11.57,,,,,,,,2,-7.6,3.2,3.9,5.1,5.9,,,,,,,,,,
258,보성군,2015-12-30,2,-4.8,709,8.5,1559,,,,,,,7.4,270,143,5.1,160,1409,2.1,1779,270,-3.6,41,1554,67.4,4.7,1029.5,1032.6,2,1027.9,1420,1029.9,9.9,7.2,1200,1.93,10.54,,,,,,,,2.6,-8.4,3.4,3.9,4.9,5.7,,,,,,,,,,
258,보성군,2015-12-31,3.8,-1.1,145,8.8,1327,,,,,,.6,11.6,320,1426,7.9,290,1433,3.2,2726,320,-1.9,37,1501,68.5,5.4,1030.5,1034.3,2252,1027.5,222,1030.9,9.9,6.2,1300,1.83,8.87,,,,,,,,3.3,-4.2,4.2,4.7,5.4,5.9,,,,,,,,,,
259,강진군,2015-12-27,2,-.7,2307,5.7,40,,,,,,,10.3,320,1548,6.1,320,1549,3.3,2856,340,-4.9,40,1405,60.6,4.3,1028,1032.9,2306,1024.4,1,1029.6,9.9,7.9,1300,2.02,12.83,,,,,,,,2.1,-5,4.3,4.9,5.9,7.1,,,,,,,,,,
259,강진군,2015-12-28,.9,-1.3,723,4.4,1441,,,,,,,10.4,340,1416,7.9,340,1202,2.6,2229,340,-5.2,53,1329,64.1,4.2,1031.8,1034.6,2127,1031.9,458,1033.4,9.9,3.9,1000,1.43,10.18,,,,,,,,1.2,-6,3,3.6,4.7,6.3,,,,,,,,,,
259,강진군,2015-12-29,1.1,-3.8,637,6.9,1438,,,,,,,8.4,270,1240,5.7,290,1242,1.9,1625,320,-4.2,38,1343,70.4,4.5,1031.8,1035.1,722,1031.8,1441,1033.4,9.9,7.5,1200,2.15,14.26,,,,,,,,1.9,-9.5,3.2,3.9,4.7,6,,,,,,,,,,
259,강진군,2015-12-30,2.2,-4.8,709,9.5,1504,,,,,,,7.2,250,1747,4.7,200,1439,1,896,320,-2.7,39,1531,73,5.1,1028.6,1033,1,1028.2,1411,1030.2,9.9,6.1,1000,1.8,12.06,,,,,,,,2.3,-10.4,3.1,3.5,4.4,5.6,,,,,,,,,,
259,강진군,2015-12-31,3.4,-2,2359,7.5,1553,,,,,,.2,8.9,360,1114,5.9,360,1253,2.2,1877,360,-.2,51,1619,78.9,6.1,1029.9,1034.7,2230,1027.7,125,1031.5,9.9,4.5,1200,1.29,8.57,,,,,,,,3.3,-7.8,4.3,4.8,5.3,6,,,,,,,,,,
260,장흥,2015-12-27,1.6,-1.8,2349,5.1,1338,,,,,,,10.6,340,1817,6.7,340,1820,3.3,2847,340,-5.4,31,1315,61.1,4.2,1023,1032.4,2329,1023.8,1,1028.7,9.8,8.6,,,,,,,,,,,1.9,-3.6,,,,,,,,,,,,,,
260,장흥,2015-12-28,.8,-1.9,8,4.9,1321,,,,,,0,11.2,320,1304,6.3,340,1312,2.7,2370,360,-5.3,49,1325,64.3,4.1,1026.8,1033.9,2118,1031,510,1032.6,9.9,6,,,,,,,,,,,1.9,-3.6,,,,,,,,,,,,,,
260,장흥,2015-12-29,0,-5.2,639,6.7,1531,,,,,,,8.4,320,1200,5.9,360,1215,1.6,1393,340,-4.8,40,1606,73.5,4.3,1027,1034.6,842,1030.9,1503,1032.8,9.9,8.8,,,,,,,,,,,-.7,-4.8,,,,,,,,,,,,,,
260,장흥,2015-12-30,1.8,-6.4,543,9.7,1459,,,,,,,6.5,250,1420,3.6,270,1345,.7,614,270,-3.4,38,1445,72.4,4.8,1023.9,1032.6,1,1027.4,1417,1029.6,9.9,7.5,,,,,,,,,,,2.7,-6,,,,,,,,,,,,,,
260,장흥,2015-12-31,3,-2.8,2354,7.5,1444,,,,,,.4,12.5,340,1326,6,340,1424,1.9,1655,360,-.5,52,1449,79.6,6,1024.9,1034.1,2244,1027.1,136,1030.6,9.9,4.8,,,,,,,,,,,3.2,-3.3,,,,,,,,,,,,,,
261,해남,2015-12-27,1.5,-.7,1851,5.4,34,,,,,,,12.7,360,1834,6.7,270,1459,3.3,2810,360,-4.3,51,1258,65.4,4.5,1027.3,1032.3,2304,1023.6,43,1029,9.9,8.9,,,,,,,,,,,1.7,-3.4,,,,,,,,,,,,,,
261,해남,2015-12-28,-.1,-2.9,746,3.5,1233,,,,,,0,11.5,320,1311,5.3,290,1312,1.5,1327,290,-4.3,57,1408,73.5,4.5,1031.1,1033.9,1907,1031.2,505,1032.8,9.9,2.2,,,,,,,,,,,.8,-8.1,,,,,,,,,,,,,,
261,해남,2015-12-29,-.6,-5.7,753,6.6,1504,,,,,,,10.3,270,1529,5.4,290,1517,1,900,290,-4.2,47,1402,78.4,4.5,1031.1,1034.4,715,1031,1456,1032.8,9.9,8.3,,,,,,,,,,,.9,-10.9,,,,,,,,,,,,,,
261,해남,2015-12-30,1.6,-6.3,553,9.1,1332,,,,,,0,6,250,1347,3.3,230,1356,.7,579,230,-2.3,42,1328,77.6,5.3,1027.7,1032.2,1,1027.6,2351,1029.4,9.9,6.4,,,,,,,,,,,1.3,-11.7,,,,,,,,,,,,,,
261,해남,2015-12-31,3,-3.3,2355,6.9,1411,,,,,,.6,10.3,320,1424,5.3,360,217,1.5,1305,20,.2,58,1631,83.4,6.3,1029.2,1034.1,2306,1026.9,123,1030.8,9.9,4.9,,,,,,,,,,,3.6,-8.1,,,,,,,,,,,,,,
262,고흥,2015-12-27,1.9,-1.7,2327,6.4,1436,,,,,,,8.8,270,1508,6,290,1302,2.8,2461,320,-5.1,29,1444,62.9,4.3,1021.2,1031.7,2343,1023.3,8,1027.9,9.9,7.7,,,,,,,,,,,3.1,-4.8,,,,,,,,,,,,,,
262,고흥,2015-12-28,.9,-2.3,2024,5.5,1439,,,,,,,10.8,320,1148,6.1,320,1150,2.8,2409,340,-5.8,46,1516,61.5,4,1025.4,1033.6,1941,1030.7,511,1032.1,9.9,7.7,,,,,,,,,,,1.9,-5.5,,,,,,,,,,,,,,
262,고흥,2015-12-29,1,-3.8,722,6.9,1415,,,,,,,8.2,290,1426,5.8,290,1450,1.8,1563,340,-5.2,35,1137,65.6,4.2,1025.6,1034.1,754,1030.4,1436,1032.3,9.9,7.9,,,,,,,,,,,2.2,-6.7,,,,,,,,,,,,,,
262,고흥,2015-12-30,1.2,-6.1,747,8.4,1600,,,,,,,4.7,290,1237,3,270,1307,.7,583,340,-2.9,39,1240,77.6,5,1022.7,1032.2,1,1027.6,1507,1029.5,9.9,7.6,,,,,,,,,,,2.5,-7.4,,,,,,,,,,,,,,
262,고흥,2015-12-31,3.3,-2.4,2353,8.6,1446,,,,,,0,8.1,320,1303,5.7,320,1310,1.6,1385,340,-.9,42,1518,76.4,5.8,1023.6,1033.9,2305,1027,147,1030.3,9.9,7,,,,,,,,,,,3.6,-5.7,,,,,,,,,,,,,,
263,의령군,2015-12-27,.7,-5.6,2356,9.5,1505,,,,,,,5.1,20,1611,4.2,50,1605,.8,700,50,-7,25,1557,62.3,3.8,1025.3,1030.9,2316,1022.9,1,1027.1,9.8,7.5,1200,1.88,10.49,,,,,,,,2.8,-11.7,5.2,5.4,6.8,7.3,,,,,,,,,,
263,의령군,2015-12-28,-2.5,-8.2,737,6.9,1351,,,,,,,6.5,270,1510,5.7,270,1517,1,885,290,-10.3,28,1352,57.9,2.8,1029.6,1033.4,2344,1029.2,1343,1031.4,9.8,8.6,1200,1.96,12.1,,,,,,,,.9,-14,3.3,3.5,5.6,6.2,,,,,,,,,,
263,의령군,2015-12-29,-2.1,-8.6,646,6.9,1348,,,,,,,2.7,90,1427,2.1,70,1416,.7,581,90,-9.6,25,1341,60.9,3,1030.6,1034.5,729,1030.3,1500,1032.4,9.8,8.6,1100,2.03,12.25,,,,,,,,.3,-13.1,2.6,2.7,4.7,5.4,,,,,,,,,,
263,의령군,2015-12-30,-.9,-7.9,705,8.7,1522,,,,,,,2.7,230,1949,2.2,270,1911,.6,552,110,-7.1,31,1521,66.1,3.6,1027.8,1032.5,1,1027.3,1507,1029.6,9.8,8.5,1100,1.95,11.42,,,,,,,,.8,-11.8,2.6,2.6,4.3,4.9,,,,,,,,,,
263,의령군,2015-12-31,1.3,-3.7,2333,9.7,1424,,,,,,,7.3,290,1340,5.8,290,1349,1.1,959,290,-4.8,32,1512,66.8,4.3,1028.1,1033.4,2237,1026.9,505,1029.9,9.8,8.1,1300,1.6,9.78,,,,,,,,2.6,-9.2,3.7,3.6,4.5,5,,,,,,,,,,
264,함양군,2015-12-27,.8,-2.5,2336,5.7,1302,,,,,,,8.4,230,1528,5.7,250,1528,2.4,2085,250,-8.3,23,1515,56.4,3.5,1009,1032,2331,1023.8,1,1028.1,9.8,8.2,1200,1.98,11.37,,,,,,,,.6,-5.8,3.2,2.6,4,4.9,,,,,,,,,,
264,함양군,2015-12-28,-.8,-4.3,2353,2.8,1434,,,,,,,9.3,250,332,5.3,250,314,2.8,2433,250,-8.5,36,245,57,3.3,1013,1034,2327,1030.4,1535,1032.3,9.8,7.9,1100,1.81,10.37,,,,,,,,-1,-7,1.8,1.1,3,4.2,,,,,,,,,,
264,함양군,2015-12-29,-1,-6.1,2342,6.5,1327,,,,,,,7.7,200,1447,4.7,230,1452,1.5,1320,250,-8.1,25,1314,63.5,3.4,1013.5,1034.6,251,1030.4,1423,1032.8,9.8,8.2,1200,2.08,12,,,,,,,,-1.2,-8.3,1.3,.7,2.4,3.6,,,,,,,,,,
264,함양군,2015-12-30,-.7,-7.9,415,9,1403,,,,,,.3,7.7,200,1530,4.4,230,1539,.6,528,230,-5.3,30,1313,73.9,4.2,1010.7,1033.5,1,1026.7,1451,1029.9,9.8,7.5,1100,2.09,10.84,,,,,,,,-1.1,-10.6,1,.5,2.1,3.3,,,,,,,,,,
264,함양군,2015-12-31,1.8,-3.6,2325,7,1451,,,,,,.5,7.8,250,1332,4.9,250,1337,1.4,1239,250,-1.7,51,1427,79,5.4,1011.6,1034.2,2335,1027.5,456,1030.6,9.8,7.5,1300,1.54,8.72,,,,,,,,1,-6,1.7,1.1,2.3,3.2,,,,,,,,,,
266,광양시,2015-12-27,3.2,-1.6,2345,8.2,1411,,,,,,,7.2,290,1832,6.3,290,1835,3.1,2720,290,-6.8,22,1334,50.3,3.9,1016.1,1030,2358,1022.4,3,1026.3,9.8,8.8,1200,1.96,11.01,,,,,,,,4,-1.8,4,4.8,6,6.6,,,,,,,,,,
266,광양시,2015-12-28,.6,-2,527,5.1,1319,,,,,,,9.2,270,1207,6.8,290,1215,3.5,2998,290,-7.2,37,258,56.5,3.6,1020.3,1032.7,2206,1029,1255,1030.7,9.8,9.1,1200,2.07,11.98,,,,,,,,2.2,-2.8,2.3,3.2,4.7,5.7,,,,,,,,,,
266,광양시,2015-12-29,2.2,-2.4,758,7.6,1436,,,,,,,5.2,270,1552,4.3,270,1553,1.5,1321,290,-7.1,28,1437,52,3.6,1021,1033.1,848,1029.2,1507,1031.3,9.8,9.1,1100,1.9,11.38,,,,,,,,3.3,-3.3,2.3,3,4.2,4.9,,,,,,,,,,
266,광양시,2015-12-30,3.9,-1.2,643,8.4,1323,,,,,,,3.9,230,1526,3.3,230,1534,.8,656,140,-3.9,31,1331,56.9,4.6,1018.5,1031.2,1,1026.5,1453,1028.7,9.9,8.2,1200,2.01,11.43,,,,,,,,4.4,-3.1,3,3.3,4.2,4.8,,,,,,,,,,
266,광양시,2015-12-31,4.6,1.5,2353,8.6,1445,,,,,,,7.9,270,1137,6.5,270,1326,2.5,2140,290,-1.1,41,1601,68,5.7,1018.9,1032.6,2239,1026.1,219,1029.1,9.8,8.8,1200,1.92,11.22,,,,,,,,4.7,-.5,4,4.3,5,5.2,,,,,,,,,,
268,진도군,2015-12-27,3.2,1.5,1717,6.8,3,,,,,,,11.6,360,2051,7,360,1837,5.2,4522,20,-2.1,59,1338,68.1,5.3,1028.2,1032.2,2309,1023.5,1,1028.9,9.9,7,,,,,,,,,,,3.8,-.5,,,,,,,,,,,,,,
